Rank,CustomerID,Churn_Probability,MonthlyCharges,CLV,Expected_Loss,Expected_Value_of_Action
1082,3249-ZPQRG,0.6768764481700389,78.45,1882.8000000000002,1274.4229766145493,332.32689298436475
1083,9940-RHLFB,0.7047944346509039,75.3,1807.1999999999998,1273.7045023011133,332.11135069033395
1084,0388-EOPEX,0.7124238562431402,74.4,1785.6000000000001,1272.1040377077513,331.6312113123254
1085,3235-ETOOB,0.711279425114645,74.5,1788.0,1271.7676121049853,331.5302836314956
1086,0306-JAELE,0.551140184550899,96.1,2306.3999999999996,1271.1497216481932,331.34491649445795
1087,0265-EDXBD,0.7066541244649125,74.9,1797.6000000000001,1270.2814541381267,331.084436241438
1088,1465-VINDH,0.5179214239019834,102.1,2450.3999999999996,1269.1146571294198,330.73439713882595
1089,4441-NIHPT,0.7116496595605482,74.3,1783.1999999999998,1269.0136729283693,330.70410187851076
1090,3992-YWPKO,0.4804377184698055,109.9,2637.6000000000004,1267.202526235959,330.16075787078773
1091,3092-IGHWF,0.6029398445998119,87.4,2097.6000000000004,1264.7266180325655,329.41798540976964
1092,1591-NFNLQ,0.6585222621778554,80.0,1920.0,1264.3627433814822,329.30882301444467
1093,2683-BPJSO,0.6236777838321086,84.45,2026.8000000000002,1264.0701322709178,329.22103968127533
1094,9576-ANLXO,0.7561899980550594,69.55,1669.1999999999998,1262.232344753505,328.6697034260515
1095,8387-MOJJT,0.6741609180528615,77.95,1870.8000000000002,1261.2202454932933,328.366073647988
1096,8496-EJAUI,0.7110274844395013,73.85,1772.3999999999999,1260.225113420572,328.0675340261716
1097,4248-HCETZ,0.6590281316630691,79.65,1911.6000000000001,1259.7981764871229,327.93945294613684
1098,2568-BRGYX,0.747211495682518,70.2,1684.8000000000002,1258.9019279259064,327.6705783777719
1099,6599-CEBNN,0.709273148799123,73.95,1774.8000000000002,1258.8179844886836,327.6453953466051
1100,4629-NRXKX,0.7440335379708615,70.4,1689.6000000000001,1257.1190657555676,327.1357197266703
1101,8155-IBNHG,0.694361232928935,75.4,1809.6000000000001,1256.516087108201,326.95482613246025
1102,5502-RLUYV,0.5034169388154084,103.95,2494.8,1255.924578956681,326.7773736870043
1103,2321-OMBXY,0.6511414207635294,80.3,1927.1999999999998,1254.8797460954738,326.4639238286421
1104,9947-OTFQU,0.702669518362417,74.4,1785.6000000000001,1254.686691987932,326.40600759637954
1105,9237-HQITU,0.7393747786030992,70.7,1696.8000000000002,1254.571124333739,326.37133730012164
1106,1196-AMORA,0.7087254466966371,73.6,1766.3999999999999,1251.8926290449397,325.5677887134819
1107,7627-JKIAZ,0.6604667393078365,78.95,1894.8000000000002,1251.4523776404887,325.4357132921466
1108,6711-FLDFB,0.6959824434837193,74.9,1797.6000000000001,1251.098040406334,325.32941212190013
1109,4763-PGDPO,0.7398602026303629,70.4,1689.6000000000001,1250.0677983642613,325.02033950927836
1110,5989-PGKJB,0.603603510065789,86.25,2070.0,1249.4592658361832,324.83777975085496
1111,1597-FZREH,0.6797707305310036,76.4,1833.6000000000001,1246.4276115016482,323.92828345049446
1112,5536-SLHPM,0.667904817266012,77.75,1866.0,1246.3103890183784,323.8931167055135
1113,0515-YPMCW,0.7366227192378244,70.45,1690.8000000000002,1245.4816936873137,323.6445081061941
1114,8640-SDGKB,0.6973407215191045,74.4,1785.6000000000001,1245.171592344513,323.5514777033539
1115,2868-SNELZ,0.6432045150445406,80.6,1934.3999999999999,1244.2148139021592,323.2644441706478
1116,0461-CVKMU,0.6173582918783302,83.8,2011.1999999999998,1241.6309966256977,322.4892989877093
1117,1193-RTSLK,0.6163108404380392,83.9,2013.6000000000001,1241.0035083060359,322.30105249181076
1118,5028-GZLDO,0.7312191814360497,70.7,1696.8000000000002,1240.7327070606893,322.2198121182068
1119,6047-YHPVI,0.7415827108598589,69.7,1672.8000000000002,1240.5195587263722,322.15586761791167
1120,3714-JTVOV,0.6968363673565174,74.15,1779.6000000000001,1240.0899993476585,322.02699980429753
1121,7730-IUTDZ,0.6847841050923821,75.2,1804.8000000000002,1235.8983528707313,320.7695058612194
1122,8676-TRMJS,0.6865793821526838,75.0,1800.0,1235.8428878748307,320.7528663624492
1123,9314-IJWSQ,0.6070609562688104,84.8,2035.1999999999998,1235.4904581982828,320.64713745948484
1124,2792-LSHWX,0.6170459496566669,83.4,2001.6000000000001,1235.0791728327847,320.5237518498354
1125,6825-UYPFK,0.6806754407045379,75.6,1814.3999999999999,1235.0175196143134,320.505255884294
1126,4919-MOAVT,0.738155443416537,69.65,1671.6000000000001,1233.9006392150834,320.170191764525
1127,3466-RITXD,0.5562136271292429,92.4,2217.6000000000004,1233.4593395218094,320.0378018565428
1128,8414-MYSHR,0.5607029899514016,91.4,2193.6000000000004,1229.9580787573946,318.98742362721833
1129,3814-MLAXC,0.6417636702948217,79.85,1916.3999999999999,1229.8758977529963,318.9627693258989
1130,5442-BHQNG,0.7280901182654915,70.35,1688.3999999999999,1229.307355679456,318.79220670383677
1131,2058-DCJBE,0.7334321213350792,69.75,1674.0,1227.7653711149226,318.32961133447674
1132,0524-IAVZO,0.6012372558911083,85.0,2040.0,1226.524002017861,317.9572006053583
1133,1625-JAIIY,0.6145111923900668,83.0,1992.0,1224.106295241013,317.2318885723039
1134,0135-NMXAP,0.5677536469653044,89.75,2154.0,1222.9413555632657,316.8824066689797
1135,3799-ISUZQ,0.7283334089643432,69.95,1678.8000000000002,1222.7261269693395,316.81783809080184
1136,7225-CBZPL,0.5371467666164795,94.8,2275.2,1222.1163234058142,316.6348970217443
1137,0475-RIJEP,0.6530942849501061,77.85,1868.3999999999999,1220.2413620007783,316.0724086002335
1138,8433-WXGNA,0.6714930521091873,75.7,1816.8000000000002,1219.9685770719716,315.99057312159147
1139,8444-WRIDW,0.6309085286573505,80.45,1930.8000000000002,1218.1581871316125,315.44745613948373
1140,4652-NNHNY,0.686737470911255,73.85,1772.3999999999999,1217.1734934431083,315.1520480329325
1141,2157-MXBJS,0.6710798967990235,75.3,1807.1999999999998,1212.7755894951952,313.83267684855855
1142,7716-YTYHG,0.6147796991605912,82.05,1969.1999999999998,1210.624183587036,313.1872550761108
1143,2482-CZGBB,0.7203391149030256,70.0,1680.0,1210.169713037083,313.0509139111249
1144,9279-CJEOJ,0.5280172630235956,95.4,2289.6000000000004,1208.9483254188249,312.68449762564745
1145,1724-BQUHA,0.5628219717216798,89.5,2148.0,1208.9415952581683,312.68247857745047
1146,1596-BBVTG,0.6670082917795609,75.35,1808.3999999999999,1206.2177948541578,311.86533845624734
1147,2884-GBPFB,0.7145535312990013,70.3,1687.1999999999998,1205.5947180076748,311.67841540230245
1148,1853-UDXBW,0.7174402017363958,70.0,1680.0,1205.299538917145,311.5898616751435
1149,0617-FHSGK,0.6663899370345331,75.2,1804.8000000000002,1202.7005583599255,310.8101675079776
1150,7517-SAWMO,0.684480679396246,73.2,1756.8000000000002,1202.495657563325,310.7486972689975
1151,3707-LRWZD,0.5959337655773096,84.05,2017.1999999999998,1202.1175919225489,310.6352775767646
1152,1396-QWFBJ,0.6755717413750628,74.05,1777.1999999999998,1200.6260987717615,310.1878296315284
1153,8017-LXHFA,0.5261538994369153,94.75,2274.0,1196.4739673195454,308.9421901958636
1154,5542-TBBWB,0.712736904449421,69.9,1677.6000000000001,1195.6874309043487,308.7062292713046
1155,9804-ICWBG,0.712736904449421,69.9,1677.6000000000001,1195.6874309043487,308.7062292713046
1156,5875-YPQFJ,0.712736904449421,69.9,1677.6000000000001,1195.6874309043487,308.7062292713046
1157,7228-OMTPN,0.5621728364329777,88.45,2122.8,1193.380497179925,308.0141491539775
1158,6161-UUUTA,0.6221255828977996,79.9,1917.6000000000001,1192.9880177648206,307.89640532944617
1159,3943-KDREE,0.6623502586179761,74.95,1798.8000000000002,1191.4356452020156,307.43069356060465
1160,5276-KQWHG,0.7123263551735208,69.6,1670.3999999999999,1189.869943681849,306.9609831045547
1161,1518-VOWAV,0.6635595452215431,74.65,1791.6000000000001,1188.8332812189167,306.649984365675
1162,9722-UJOJR,0.699656640781358,70.75,1698.0,1188.0169760467459,306.40509281402376
1163,0970-ETWGE,0.5516092443432687,89.55,2149.2,1185.518587942553,305.6555763827659
1164,9170-GYZJC,0.6175078472400786,79.9,1917.6000000000001,1184.1330478675748,305.2399143602724
1165,7534-BFESC,0.6470524182760665,76.1,1826.3999999999999,1181.776536739408,304.53296102182236
1166,6715-OFDBP,0.7026319054730592,70.05,1681.1999999999998,1181.264759481307,304.37942784439207
1167,6518-LGAOV,0.468384472908934,105.0,2520.0,1180.3288717305136,304.09866151915406
1168,2815-CPTUL,0.699341456459296,70.25,1686.0,1179.0896955903731,303.7269086771119
1169,8380-PEFPE,0.6847448198058295,71.65,1719.6000000000001,1177.4871921381045,303.24615764143135
1170,5219-YIPTK,0.4697851616849003,104.4,2505.6000000000004,1177.0937011176864,303.1281103353059
1171,6178-KFNHS,0.6248595640600996,78.3,1879.1999999999998,1174.236092781739,302.2708278345217
1172,5931-FLJJF,0.6969170290204001,70.1,1682.3999999999999,1172.493209623921,301.7479628871763
1173,6331-LWDTQ,0.6768786826659722,72.15,1731.6000000000001,1172.0831269043974,301.6249380713192
1174,5020-ZSTTY,0.591658572188246,82.45,1978.8000000000002,1170.7739826461013,301.2321947938304
1175,5027-QPKTE,0.7024737068062056,69.35,1664.3999999999999,1169.1972376082485,300.75917128247454
1176,5108-ADXWO,0.6609936116053661,73.5,1764.0,1165.9927308718657,299.7978192615597
1177,0112-QWPNC,0.5759441525445638,84.35,2024.3999999999999,1165.941342411215,299.78240272336444
1178,0927-LCSMG,0.6496580578455922,74.65,1791.6000000000001,1163.927376436163,299.17821293084893
1179,6910-HADCM,0.635041673784861,76.35,1832.3999999999999,1163.6503630433792,299.09510891301375
1180,9210-IAHGH,0.6851543001401599,70.75,1698.0,1163.3920016379914,299.0176004913974
1181,3211-ILJTT,0.6880664223791332,70.4,1689.6000000000001,1162.5570272517834,298.76710817553504
1182,7240-FQLHE,0.4844952752184776,99.75,2394.0,1159.8816888730353,297.96450666191055
1183,9488-HGMJH,0.6778081617417946,71.15,1707.6000000000001,1157.4252169902886,297.2275650970866
1184,4290-BSXUX,0.605164075553993,79.65,1911.6000000000001,1156.8316468290132,297.04949404870393
1185,4106-HADHQ,0.6004085358500684,80.0,1920.0,1152.7843888321313,295.83531664963937
1186,6635-MYYYZ,0.5620511087433001,85.35,2048.3999999999996,1151.3054911497757,295.39164734493266
1187,6100-QQHEB,0.5166960467372034,92.55,2221.2,1147.685259012676,294.3055777038028
1188,3230-WYKIR,0.5815543227793204,82.0,1968.0,1144.4989072297026,293.3496721689108
1189,0618-XWMSS,0.6365955501205368,74.9,1797.6000000000001,1144.344160896677,293.3032482690031
1190,2575-GFSOE,0.6902449135424839,69.0,1656.0,1143.0455768263532,292.91367304790595
1191,3677-TNKIO,0.6700555677695587,71.0,1704.0,1141.774687479328,292.53240624379833
1192,5348-CAGXB,0.5304589396297421,89.55,2149.2,1140.0623530522416,292.01870591567246
1193,4547-LYTDD,0.6532453270526373,72.65,1743.6000000000001,1138.9985522489785,291.69956567469353
1194,0471-LVHGK,0.6481677744711616,73.0,1752.0,1135.5899408734751,290.67698226204254
1195,3750-CKVKH,0.6982348930246672,67.75,1626.0,1135.3299360581088,290.5989808174326
1196,3923-CSIHK,0.6655736411024918,71.05,1705.1999999999998,1134.936172807969,290.4808518423907
1197,5832-XKAES,0.6756807737399017,69.8,1675.1999999999998,1131.9004321690832,289.57012965072494
1198,0565-IYCGT,0.5995551272134291,78.6,1886.3999999999999,1131.0007919754125,289.3002375926238
1199,6289-CPNLD,0.6375941451731324,73.9,1773.6000000000001,1130.8369758790677,289.2510927637203
1200,6302-JGYRJ,0.5928654170599466,79.45,1906.8000000000002,1130.4757772499063,289.14273317497185
1201,1112-CUNAO,0.5240940997499066,89.85,2156.3999999999996,1130.1565167006984,289.0469550102095
1202,2018-PZKMU,0.45479582795850515,103.1,2474.3999999999996,1125.346796700525,287.60403901015746
1203,9168-INPSZ,0.44980041676478333,104.15,2499.6000000000004,1124.3211217452526,287.2963365235758
1204,4883-QICIH,0.6716297004616782,69.75,1674.0,1124.3081185728495,287.2924355718548
1205,7235-NXZCP,0.6253017586315476,74.85,1796.3999999999999,1123.292079205712,286.9876237617136
1206,4806-KEXQR,0.5840590266974408,79.9,1917.6000000000001,1119.9915895950126,285.99747687850373
1207,1732-VHUBQ,0.661113090625154,70.55,1693.1999999999998,1119.3966850465106,285.8190055139532
1208,2398-YPMUR,0.6629136674444102,70.15,1683.6000000000001,1116.081450509409,284.8244351528227
1209,3164-AALRN,0.6635180677972274,70.0,1680.0,1114.7103538993422,284.41310616980263
1210,4550-VBOFE,0.4508213192201057,102.95,2470.8,1113.8893155290373,284.1667946587112
1211,5458-CQJTA,0.6195975221475571,74.8,1795.1999999999998,1112.3014717592944,283.6904415277883
1212,6692-UDPJC,0.5053609724919046,91.65,2199.6000000000004,1111.5919950931934,283.47759852795804
1213,1450-SKCVI,0.6266241202924457,73.85,1772.3999999999999,1110.6285908063307,283.1885772418992
1214,4704-ERYFC,0.668196844545578,69.25,1662.0,1110.5431556347507,283.1629466904252
1215,9048-JVYVF,0.666133381508095,69.35,1664.3999999999999,1108.7124001820732,282.613720054622
1216,9129-UXERG,0.4457080154037093,103.6,2486.3999999999996,1108.2084094997826,282.46252284993477
1217,5035-PGZXH,0.43194182499471373,106.8,2563.2,1107.1532858264502,282.1459857479351
1218,0876-WDUUZ,0.5395779884251334,85.4,2049.6000000000004,1105.9190450761537,281.7757135228461
1219,6060-DRTNL,0.5428766327618801,84.85,2036.3999999999999,1105.5139749562927,281.6541924868878
1220,2079-FBMZK,0.6648705922658035,69.25,1662.0,1105.0149243457654,281.50447730372963
1221,1918-ZBFQJ,0.5809458681839362,79.25,1902.0,1104.9590412858468,281.48771238575404
1222,0654-HMSHN,0.4406927769267238,104.4,2505.6000000000004,1104.1998218675994,281.25994656027984
1223,8413-VONUO,0.4805899586100456,95.65,2295.6000000000004,1103.242308985221,280.97269269556625
1224,5673-FSSMF,0.7623635073843739,60.15,1443.6,1100.547959260082,280.1643877780246
1225,6927-WTFIV,0.6431041214612134,71.3,1711.1999999999998,1100.4797726444283,280.1439317933285
1226,1541-ETJZO,0.7358884161053398,62.05,1489.1999999999998,1095.885029264072,278.7655087792216
1227,4355-HBJHH,0.5726526915117037,79.7,1912.8000000000002,1095.370068323587,278.6110204970761
1228,9033-EOXWV,0.6163041012264177,74.05,1777.1999999999998,1095.2956486995893,278.58869460987677
1229,2141-RRYGO,0.6645718635858727,68.65,1647.6000000000001,1094.948602444084,278.4845807332252
1230,9897-KXHCM,0.5673099136861677,80.3,1927.1999999999998,1093.3196656559821,277.99589969679465
1231,4322-RCYMT,0.6007569194463418,75.8,1819.1999999999998,1092.8969878567848,277.8690963570354
1232,5955-ERIHD,0.4807217109955923,94.7,2272.8,1092.5843047507822,277.7752914252346
1233,9889-TMAHG,0.45297014864997853,100.3,2407.2,1090.3897418302283,277.1169225490685
1234,4080-OGPJL,0.6378119556542122,71.15,1707.6000000000001,1089.127695475133,276.73830864253983
1235,3096-GKWEB,0.478641574813148,94.75,2274.0,1088.4309411250986,276.52928233752954
1236,9274-CNFMO,0.6041692306250266,74.95,1798.8000000000002,1086.7796120482978,276.03388361448935
1237,6261-RCVNS,0.6127041444539355,73.9,1773.6000000000001,1086.6920706035,276.00762118105
1238,8785-CJSHH,0.45333445318635135,99.8,2395.2,1085.8266822719486,275.7480046815846
1239,3999-QGRJH,0.648931182708434,69.7,1672.8000000000002,1085.5320824346684,275.6596247304005
1240,9625-QSTYE,0.555538842189393,81.15,1947.6000000000001,1081.9674490480618,274.5902347144185
1241,1977-STDKI,0.6162392917708646,73.0,1752.0,1079.6512391825547,273.8953717547664
1242,3398-ZOUAA,0.6509847087310939,69.1,1658.3999999999999,1079.593040959646,273.8779122878938
1243,0260-ZDLGK,0.6169364286495604,72.9,1749.6000000000001,1079.391975565271,273.8175926695813
1244,7112-OPOTK,0.6571803054476022,68.25,1638.0,1076.4613403231724,272.93840209695173
1245,8559-CIZFV,0.5773595005019769,77.5,1860.0,1073.888670933677,272.1666012801031
1246,2880-FPNAE,0.6025907593256606,74.2,1780.8000000000002,1073.0936242071366,271.928087262141
1247,2985-FMWYF,0.4778479931296097,93.5,2244.0,1072.2908965828442,271.6872689748532
1248,3891-PUQOD,0.7546570993671986,59.2,1420.8000000000002,1072.216806780916,271.6650420342748
1249,3177-LASXD,0.6231934333525971,71.35,1712.3999999999999,1067.1564352729872,270.14693058189613
1250,5928-QLDHB,0.582708220141259,76.25,1830.0,1066.356042858504,269.9068128575512
1251,3884-HCSWG,0.6340174292458141,70.0,1680.0,1065.1492811329676,269.54478433989027
1252,3714-NTNFO,0.5249969410826946,84.5,2028.0,1064.6937965157047,269.4081389547114
1253,9714-EDSUC,0.4663473811093839,94.9,2277.6000000000004,1062.152795214733,268.6458385644199
1254,3001-CBHLQ,0.42185318552029516,104.9,2517.6000000000004,1062.0575798658951,268.6172739597685
1255,8949-JTMAY,0.4486480347383347,98.6,2366.3999999999996,1061.6807094047952,268.50421282143856
1256,1522-VVDMG,0.49245368209660495,89.75,2154.0,1060.745231236087,268.22356937082606
1257,4446-BZKHU,0.4184386571503344,105.55,2533.2,1059.988806293227,267.9966418879681
1258,5364-EVNIB,0.5533742242895044,79.8,1915.1999999999998,1059.8223143592588,267.94669430777765
1259,4137-BTIKL,0.4865297639232694,90.75,2178.0,1059.6618258248807,267.8985477474642
1260,5766-XQXMQ,0.6409860807729753,68.85,1652.3999999999999,1059.1653998692643,267.7496199607793
1261,2452-KDRRH,0.4351994146085282,101.4,2433.6000000000004,1059.1012953913144,267.7303886173943
1262,8844-TONUD,0.45570221692009094,96.65,2319.6000000000004,1057.046862367843,267.1140587103529
1263,7410-YTJIK,0.5832920852305339,75.45,1810.8000000000002,1056.225307935451,266.86759238063524
1264,1373-ORVIZ,0.6631131354262652,66.35,1592.3999999999999,1055.9413568527846,266.78240705583534
1265,1041-RXHRA,0.6261403124731457,70.25,1686.0,1055.6725668297238,266.7017700489171
1266,9578-VRMNM,0.6741128563540406,65.2,1564.8000000000002,1054.851797622803,266.45553928684086
1267,4183-MYFRB,0.4876518937500139,90.05,2161.2,1053.91327277253,266.173981831759
1268,4873-ILOLJ,0.48461921247068496,90.35,2168.3999999999996,1050.848300321433,265.2544900964299
1269,7657-DYEPJ,0.6233325104270832,70.15,1683.6000000000001,1049.4426145550374,264.8327843665112
1270,3384-CTMSF,0.41920085190907364,104.1,2498.3999999999996,1047.3314084096294,264.1994225228888
1271,4741-WWJQZ,0.5439741532252268,80.15,1923.6000000000001,1046.3886811440464,263.9166043432139
1272,9378-FXTIZ,0.6212008249522243,70.15,1683.6000000000001,1045.8537088895648,263.75611266686946
1273,9102-IAYHT,0.5092835905465687,85.45,2050.8,1044.4387874929032,263.33163624787096
1274,2293-IJWPS,0.4310323305043042,100.75,2418.0,1042.2361751594076,262.6708525478223
1275,2905-KFQUV,0.6144481845360665,70.4,1689.6000000000001,1038.1716525921381,261.4514957776414
1276,8800-ZKRFW,0.40225333866474633,107.5,2580.0,1037.8136137550455,261.3440841265136
1277,7459-RRWQZ,0.6682659933022255,64.65,1551.6000000000001,1036.8815152077332,261.06445456231995
1278,0410-IPFTY,0.5138523188537248,83.85,2012.3999999999999,1034.0764064612358,260.22292193837075
1279,2386-LAHRK,0.8044304301433263,53.5,1284.0,1032.888672304031,259.86660169120927
1280,2325-ZUSFD,0.6136557192614317,70.1,1682.3999999999999,1032.4143820854326,259.7243146256298
1281,9500-LTVBP,0.536923644550902,80.05,1921.1999999999998,1031.537705911193,259.46131177335786
1282,7861-UVUFT,0.5088974253527998,84.3,2023.1999999999998,1029.6012709737845,258.8803812921353
1283,5485-WUYWF,0.6460294307472468,66.4,1593.6000000000001,1029.5125008388127,258.8537502516438
1284,8938-UMKPI,0.40285601403353066,106.4,2553.6000000000004,1028.733117436024,258.6199352308072
1285,0687-ZVTHB,0.591563718025943,72.45,1738.8000000000002,1028.6109929035097,258.5832978710529
1286,3521-SYVOR,0.6616074334823351,64.75,1554.0,1028.1379516315487,258.4413854894646
1287,9633-XQABV,0.609515503041969,70.25,1686.0,1027.6431381287598,258.2929414386279
1288,7130-VTEWQ,0.5651496560758372,75.75,1818.0,1027.442074745872,258.2326224237616
1289,7354-OIJLX,0.5641313171715048,75.85,1820.3999999999999,1026.9446497790072,258.08339493370215
1290,5914-DVBWJ,0.5003782927122404,85.45,2050.8,1026.1758026942628,257.85274080827884
1291,7825-ECJRF,0.3999624969552341,106.6,2558.3999999999996,1023.2640522102708,256.9792156630812
1292,4662-EKDPQ,0.6851845148884884,62.05,1489.1999999999998,1020.3767795719368,256.113033871581
1293,3269-ATYWD,0.44342794379576933,95.65,2295.6000000000004,1017.9331877775683,255.37995633327046
1294,4404-HIBDJ,0.5703244169513376,74.3,1783.1999999999998,1017.0025003076252,255.1007500922875
1295,4039-HEUNW,0.43879597914521956,96.5,2316.0,1016.2514877003285,254.87544631009854
1296,4351-QLCSU,0.7679530327202746,55.0,1320.0,1013.6980031907625,254.10940095722873
1297,3320-VEOYC,0.4417039675586607,95.6,2294.3999999999996,1013.445583166591,254.0336749499773
1298,1582-RAFML,0.7022447284527997,60.1,1442.4,1012.9177963203184,253.8753388960955
1299,4678-DVQEO,0.8077720470707972,52.2,1252.8000000000002,1011.9768205702949,253.59304617108847
1300,2115-BFTIW,0.5939484248774077,70.95,1702.8000000000002,1011.37537788125,253.41261336437498
1301,2603-HVKCG,0.41554659111696274,101.4,2433.6000000000004,1011.2741841422406,253.38225524267216
1302,1226-IENZN,0.534285039376604,78.75,1890.0,1009.7987244217816,252.93961732653446
1303,3167-SNQPL,0.4149187702866719,101.15,2427.6000000000004,1007.2568067479249,252.17704202437744
1304,8257-RZAHR,0.648384367116294,64.7,1552.8000000000002,1006.8112452581814,252.04337357745442
1305,2840-XANRC,0.4499207464500274,93.15,2235.6000000000004,1005.8428207636814,251.75284622910442
1306,8800-JOOCF,0.4981076574910941,84.05,2017.1999999999998,1004.7827666910349,251.43483000731044
1307,6608-QQLVK,0.8263966885548804,50.5,1212.0,1001.592786528515,250.47783595855452
1308,4174-LPGTI,0.6274886736870247,66.5,1596.0,1001.4719232044913,250.44157696134738
1309,4349-GFQHK,0.7664746826712966,54.35,1304.4,999.7895760764393,249.93687282293178
1310,3671-SHRSP,0.5166633668973855,80.6,1934.3999999999999,999.4336169263023,249.83008507789066
1311,9290-SHCMB,0.4295719867726525,96.85,2324.3999999999996,998.4971260543533,249.54913781630597
1312,8280-MQRQN,0.8238125666295961,50.45,1210.8000000000002,997.4722556751151,249.2416767025345
1313,3143-JQEGI,0.4688677046265214,88.35,2120.3999999999996,994.1870808900758,248.2561242670227
1314,9565-JSNFM,0.5873560892446203,70.45,1690.8000000000002,993.1016756948042,247.93050270844122
1315,0512-FLFDW,0.41127636762822445,100.5,2412.0,991.9985987192774,247.59957961578323
1316,7137-RYLPP,0.4822339863244453,85.7,2056.8,991.8588630721192,247.55765892163578
1317,4074-SJFFA,0.7529860958299576,54.75,1314.0,989.4237299205643,246.8271189761693
1318,6583-QGCSI,0.4672089807288026,88.05,2113.2,987.3060180761056,246.1918054228317
1319,5174-RNGBH,0.6206670480774056,66.25,1590.0,986.8606064430749,246.05818193292242
1320,7250-EQKIY,0.8149911776776733,50.45,1210.8000000000002,986.791317932127,246.0373953796381
1321,4929-BSTRX,0.7664027713829213,53.55,1285.1999999999998,984.9808417813304,245.4942525343991
1322,8818-DOPVL,0.39281204736448905,104.45,2506.8,984.7012403333013,245.41037209999035
1323,5482-NUPNA,0.6779935768759909,60.4,1449.6,982.8194890394363,244.84584671183092
1324,8773-HHUOZ,0.6322962175944498,64.7,1552.8000000000002,981.8295666806617,244.54887000419853
1325,4398-HSCJH,0.6430709461825442,63.6,1526.4,981.5834922530356,244.47504767591067
1326,3721-CNEYS,0.575854179535009,70.95,1702.8000000000002,980.5644969122134,244.16934907366402
1327,5949-EBSQK,0.6648150461347634,61.45,1474.8000000000002,980.4692300395492,244.14076901186473
1328,2107-FBPTK,0.3923660626246007,104.1,2498.3999999999996,980.2873708613023,244.08621125839068
1329,1866-OBPNR,0.5469419121231406,74.6,1790.3999999999999,979.2447994652708,243.77343983958121
1330,8992-JQYUN,0.8103076451730002,50.35,1208.4,979.1757584270536,243.75272752811605
1331,5940-NFXKV,0.48764035629199914,83.65,2007.6000000000001,978.9867792918176,243.69603378754528
1332,4128-ETESU,0.40884866418875526,99.7,2392.8,978.2930836708537,243.4879251012561
1333,2439-LYPMQ,0.3971218049467251,102.6,2462.3999999999996,977.8727325008158,243.3618197502447
1334,7683-CBDKJ,0.6199517629228886,65.45,1570.8000000000002,973.8202291992735,242.14606875978205
1335,8242-SOQUO,0.47829681012817515,84.7,2032.8000000000002,972.2817556285545,241.68452668856634
1336,3365-SAIGS,0.48486978383758184,83.55,2005.1999999999998,972.260890551119,241.67826716533568
1337,8708-XPXHZ,0.429933655511778,94.2,2260.8,971.9940083810277,241.5982025143083
1338,4201-JMNGR,0.7233276753404873,55.8,1339.1999999999998,968.6804228159804,240.6041268447941
1339,8824-RWFXJ,0.7180416376031628,56.15,1347.6,967.632910834022,240.2898732502066
1340,5208-HFSBT,0.7304181560231869,55.05,1321.1999999999998,965.0284677378345,239.50854032135032
1341,7359-SSBJK,0.5712007637589079,70.2,1684.8000000000002,962.3590467810081,238.70771403430246
1342,3315-TOTBP,0.5270883011280569,76.0,1824.0,961.4090612575759,238.42271837727276
1343,8348-HFYIV,0.8121503706061514,49.25,1182.0,959.961738056471,237.9885214169413
1344,5150-ITWWB,0.4208590514838396,94.85,2276.3999999999996,958.0435447978124,237.41306343934372
1345,8981-FJGLA,0.5116352251765663,78.0,1872.0,957.7811415305322,237.33434245915964
1346,3946-MHCZW,0.7832824713248059,50.9,1221.6,956.8578669703828,237.05736009111484
1347,5630-IXDXV,0.3748028019772395,106.35,2552.3999999999996,956.6466717667059,236.99400153001176
1348,5896-NPFWW,0.7924633317448365,50.15,1203.6,953.8088660880852,236.14265982642553
1349,0719-SYFRB,0.6445934399943644,61.65,1479.6,953.7404538156615,236.1221361446984
1350,2651-ZCBXV,0.36793317323406044,108.0,2592.0,953.6827850226847,236.1048355068054
1351,3668-QPYBK,0.7359624121027463,53.85,1292.4,951.1578214015893,235.3473464204768
1352,5909-ECHUI,0.704172240892284,56.25,1350.0,950.6325252045834,235.18975756137502
1353,4657-FWVFY,0.41076639913407653,96.35,2312.3999999999996,949.8562213576384,234.9568664072915
1354,0628-CNQRM,0.5855108121898888,67.5,1620.0,948.5275157476198,234.55825472428592
1355,0365-BZUWY,0.3852938524402427,102.55,2461.2,948.2852296259254,234.48556888777762
1356,9474-PHLYD,0.6638824629983558,59.45,1426.8000000000002,947.2274982060543,234.1682494618163
1357,9269-CQOOL,0.7204555088938747,54.7,1312.8000000000002,945.8139920758788,233.74419762276364
1358,1660-HSOOQ,0.7934913313233407,49.65,1191.6,945.5242704048927,233.6572811214678
1359,2460-FPSYH,0.705413965995418,55.8,1339.1999999999998,944.6903832610636,233.4071149783191
1360,3130-ICDUP,0.48822665092018286,80.55,1933.1999999999998,943.8397615588974,233.15192846766922
1361,8699-ASUFO,0.5276711521206808,74.4,1785.6000000000001,942.2096092266878,232.66288276800634
1362,8679-JOEVF,0.6604139607163068,59.4,1425.6,941.4861423971669,232.44584271915005
1363,9508-ILZDG,0.40551115829210305,96.35,2312.3999999999996,937.704002434659,231.31120073039767
1364,2207-NHRJK,0.7687141339176662,50.8,1219.1999999999998,937.2162720724185,231.16488162172556
